lat,lon,timestamp
53.135212,49.96687,1746533859
53.134335,49.961807,1746533845
53.132893,49.956615,1746533831
53.13239,49.95515,1746533827
53.13177,49.95354,1746533823
53.13093,49.951595,1746533817
53.128468,49.947704,1746533803
53.12765,49.946705,1746533799
53.12681,49.945156,1746533794
53.125668,49.944263,1746533789
53.122337,49.94226,1746533775
53.11893,49.941113,1746533761
53.115414,49.941082,1746533747
53.11446,49.941074,1746533744
53.112026,49.941982,1746533733
53.108788,49.94423,1746533719
53.10585,49.947533,1746533705
53.105095,49.9486,1746533701
53.10415,49.94974,1746533696
53.103313,49.951294,1746533691
53.101303,49.956142,1746533677
53.1,49.961506,1746533663
53.099243,49.967342,1746533649
53.09913,49.971493,1746533639
53.0993,49.972763,1746533636
53.0993,49.972763,1746533635
53.09921,49.97881,1746533621
53.101032,49.984043,1746533607
53.102898,49.98915,1746533593
53.103874,49.99104,1746533587
53.104794,49.9919,1746533584
53.105434,49.993244,1746533579
53.10814,49.99674,1746533565
53.10993,49.998226,1746533557
53.11109,49.998623,1746533553
53.11155,49.998917,1746533551
53.114704,50.000454,1746533537
53.11922,49.999977,1746533523
53.119312,50.000423,1746533520
53.121826,49.999397,1746533509
53.12495,49.99743,1746533495
53.127895,49.994717,1746533481
53.130127,49.991413,1746533469
53.1305,49.990536,1746533467
53.131355,49.98963,1746533464
53.13257,49.986717,1746533455
53.134026,49.98147,1746533441
53.13491,49.97588,1746533427
53.13523,49.970165,1746533413
53.134922,49.96434,1746533399
53.133617,49.95896,1746533385
53.132698,49.956005,1746533377
53.132347,49.954433,1746533373
53.13203,49.953777,1746533371
53.129654,49.949413,1746533357
53.12892,49.94825,1746533353
53.128403,49.947323,1746533350
53.127075,49.945957,1746533343
53.12385,49.943115,1746533329
53.12097,49.941658,1746533317
53.120262,49.941113,1746533314
53.117577,49.940926,1746533303
53.11407,49.941383,1746533289
53.11372,49.941307,1746533287
53.1132,49.940998,1746533283
53.111607,49.941837,1746533277
53.10799,49.944817,1746533263
53.105125,49.948536,1746533249
53.10292,49.952858,1746533235
53.101246,49.957527,1746533221
53.09973,49.9631,1746533207
53.09925,49.96718,1746533197
53.099236,49.9688,1746533193
53.099236,49.9688,1746533193
53.099277,49.97461,1746533179
53.099846,49.979443,1746533167
53.100204,49.981056,1746533164
53.10123,49.984886,1746533153
53.101887,49.98671,1746533148
53.103848,49.990974,1746533135
53.106438,49.99484,1746533121
53.10941,49.997787,1746533107
53.112663,49.99977,1746533093
53.116123,50.00066,1746533079
53.117252,50.000813,1746533074
53.11958,50.0004,1746533065
53.122997,49.999046,1746533051
53.124023,49.99839,1746533047
53.126156,49.996616,1746533037
53.129005,49.993214,1746533023
53.130005,49.99196,1746533019
53.13173,49.988396,1746533007
53.133503,49.98352,1746532993
53.13478,49.977562,1746532979
53.13511,49.972103,1746532965
53.134853,49.96631,1746532951
53.134686,49.96499,1746532947
53.13479,49.964333,1746532946
53.133724,49.9597,1746532937
53.134033,49.957764,1746532932
53.12937,49.94895,1746532903
53.126602,49.94541,1746532889
53.12612,49.944996,1746532887
53.12553,49.943882,1746532883
53.12368,49.94261,1746532875
53.12001,49.941326,1746532861
53.11661,49.940933,1746532847
53.112442,49.941788,1746532833
53.108986,49.943653,1746532819
53.105915,49.946484,1746532805
53.10412,49.95,1746532791
53.10197,49.954575,1746532777
53.10039,49.95976,1746532763
53.0994,49.965347,1746532749
53.099144,49.968304,1746532742
53.099106,49.97204,1746532733
53.099586,49.977783,1746532719
53.100807,49.98335,1746532705
53.1035,49.989967,1746532691
53.105736,49.99442,1746532677
53.108463,49.997723,1746532663
53.111515,50.00026,1746532649
53.11486,50.00171,1746532635
53.118385,50.002254,1746532621
53.120197,50.000156,1746532607
53.12316,49.998306,1746532593
53.127068,49.99555,1746532579
53.129574,49.99178,1746532565
53.131535,49.987255,1746532551
53.132603,49.9822,1746532537
53.13448,49.976448,1746532523
53.13462,49.970688,1746532509
53.134018,49.96496,1746532495
53.13344,49.95925,1746532481
53.131657,49.95419,1746532467
53.129265,49.94978,1746532453
53.126335,49.946182,1746532439
53.124016,49.94313,1746532425
53.12067,49.94147,1746532411
53.117195,49.940918,1746532397
53.113747,49.941505,1746532383
53.110424,49.943295,1746532369
53.107323,49.946022,1746532355
53.1046,49.949684,1746532341
53.102337,49.954144,1746532327
53.100716,49.95912,1746532313
53.099625,49.96465,1746532299
53.0993,49.97071,1746532285
53.099495,49.976418,1746532271
53.100277,49.981632,1746532257
53.10187,49.986687,1746532243
53.102474,49.987484,1746532241
53.103436,49.99061,1746532234
53.10409,49.991837,1746532229
53.104614,49.992725,1746532226
53.10668,49.99563,1746532215
53.109756,49.998325,1746532201
53.110928,49.999104,1746532196
53.11295,50.0001,1746532187
53.116405,50.000683,1746532173
53.11989,50.000286,1746532159
53.12316,49.999577,1746532146
53.125244,49.99808,1746532137
53.127872,49.994717,1746532123
53.130608,49.990593,1746532109
53.13264,49.985775,1746532095
53.133144,49.984276,1746532091
53.133545,49.982754,1746532087
53.133545,49.982754,1746532087
53.13384,49.981647,1746532084
53.134098,49.980484,1746532081
53.13448,49.963413,1746532069
53.13448,49.963413,1746532039
53.134056,49.960938,1746532033
53.132584,49.955666,1746532019
53.11482,49.941113,1746531997
53.11482,49.941113,1746531966
53.11482,49.941113,1746531935
53.111897,49.94219,1746531923
53.108658,49.94441,1746531909
53.10348,49.951523,1746531882
53.10332,49.95184,1746531881
53.10122,49.956566,1746531867
53.099194,49.968792,1746531836
53.099194,49.968792,1746531836
53.099228,49.973698,1746531824
53.099228,49.973698,1746531824
53.099773,49.978653,1746531812
53.099773,49.978653,1746531812
53.10079,49.983326,1746531800
53.10079,49.983326,1746531800
53.108707,49.997242,1746531773
53.13152,49.988697,1746531742
53.13152,49.988697,1746531712
53.13152,49.988697,1746531681
53.13152,49.988697,1746531650
53.131657,49.988354,1746531650
53.11764,49.94094,1746531646
53.11764,49.94094,1746531616
53.11764,49.94094,1746531586
53.11764,49.94094,1746531555
