lat,lon,timestamp
,,1746790715
55.7149772644043,37.31415939331055,1746791112
55.7149772644043,37.31415939331055,1746791118
55.7149772644043,37.31415939331055,1746791125
55.7149772644043,37.31415939331055,1746791121
55.7149772644043,37.31415939331055,1746791138
55.7149772644043,37.31415939331055,1746791171
55.72259521484375,37.28532791137695,1746791321
55.72259521484375,37.28532791137695,1746791338
55.72259521484375,37.28532791137695,1746791488
55.72259521484375,37.28532791137695,1746791577
55.72259521484375,37.28532791137695,1746791727
55.72259521484375,37.28532791137695,1746791761
55.72259521484375,37.28532791137695,1746791768
55.9600944519043,37.48160934448242,1746791773
55.95967483520508,37.48191452026367,1746791770
55.72259521484375,37.28532791137695,1746791764
,,1746791923
,,1746792073
,,1746792223
,,1746792373
,,1746792401
,,1746792551
55.76349258422852,37.16783905029297,1746792701
55.76187133789063,37.1687126159668,1746792713
55.76118087768555,37.16886520385742,1746792720
55.76068878173828,37.16730117797852,1746792729
55.76143646240234,37.16892623901367,1746792717
55.76125717163086,37.16892623901367,1746792719
55.759742736816406,37.164180755615234,1746792746
55.7596321105957,37.16396331787109,1746792748
55.75937271118164,37.16387176513672,1746792751
55.75955581665039,37.16389846801758,1746792749
55.755157470703125,37.166648864746094,1746792785
55.752838134765625,37.16762924194336,1746792804
55.753196716308594,37.16773223876953,1746792800
55.75309371948242,37.167755126953125,1746792801
55.75271224975586,37.16735458374024,1746792806
55.75300216674805,37.167747497558594,1746792802
55.75236892700195,37.164947509765625,1746792823
55.751953125,37.16308975219727,1746792837
55.75204849243164,37.1631965637207,1746792835
55.75210571289063,37.163387298583984,1746792833
55.75188827514648,37.16308975219727,1746792838
55.75105667114258,37.16364288330078,1746792851
55.751007080078125,37.16367721557617,1746792853
55.74970245361328,37.16470718383789,1746792875
55.748722076416016,37.1654052734375,1746792885
55.748531341552734,37.16545867919922,1746792887
55.747108459472656,37.16445159912109,1746792910
55.74708938598633,37.16390609741211,1746792920
55.74702835083008,37.16409683227539,1746792918
55.747318267822266,37.16340255737305,1746792924
55.74700927734375,37.16422271728516,1746792916
55.74702835083008,37.164337158203125,1746792913
55.74800491333008,37.160526275634766,1746792939
55.74771499633789,37.16210174560547,1746792931
55.7481689453125,37.15984344482422,1746792943
55.74956130981445,37.15974807739258,1746792956
55.74834442138672,37.15950393676758,1746792946
55.74827194213867,37.15958786010742,1746792945
55.74863052368164,37.1594123840332,1746792949
55.75064849853516,37.16038131713867,1746792966
55.75115966796875,37.160457611083984,1746792971
55.75287628173828,37.15938568115234,1746792985
55.75202560424805,37.16012191772461,1746792978
55.754974365234375,37.15604782104492,1746793006
55.75428009033203,37.1572380065918,1746792999
55.753662109375,37.158477783203125,1746792992
55.75579833984375,37.15520095825195,1746793013
55.7586784362793,37.1510009765625,1746793041
55.75857925415039,37.15137481689453,1746793039
55.75817489624024,37.1521110534668,1746793034
55.75743865966797,37.15322113037109,1746793027
55.758880615234375,37.1489372253418,1746793049
55.7589225769043,37.147552490234375,1746793053
55.758445739746094,37.140892028808594,1746793066
55.7579345703125,37.13856887817383,1746793071
55.75871658325195,37.14286422729492,1746793062
55.75763702392578,37.13676071166992,1746793075
55.75751876831055,37.13497924804688,1746793079
55.7575569152832,37.13338088989258,1746793083
55.7574462890625,37.13168716430664,1746793088
55.7562141418457,37.1281623840332,1746793102
55.75722122192383,37.13077926635742,1746793091
55.756378173828125,37.12885284423828,1746793099
55.75656509399414,37.12929534912109,1746793097
55.75624847412109,37.12510299682617,1746793115
55.7562141418457,37.122703552246094,1746793127
55.756195068359375,37.12255859375,1746793128
55.755977630615234,37.12221145629883,1746793132
55.75612258911133,37.12234115600586,1746793130
55.75151443481445,37.12192535400391,1746793171
